Employee_ID,Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned
6894,Engineering,Female,22,Engineer,03:05.6,7,Master,5,90000,50,30,1,6,100,3,98,1,2.84,FALSE
6895,HR,Female,59,Engineer,03:05.6,9,Bachelor,1,66000,36,44,0,4,50,19,19,1,3.15,TRUE
6896,Legal,Male,28,Technician,03:05.6,0,Bachelor,2,42000,31,23,7,11,100,5,21,1,3.67,FALSE
6897,Finance,Male,27,Analyst,03:05.6,5,Bachelor,5,60000,31,30,22,0,25,18,88,1,3.04,FALSE
6898,Legal,Female,35,Engineer,03:05.6,4,Bachelor,2,72000,53,28,16,9,100,8,91,2,2.4,FALSE
6899,Engineering,Male,32,Engineer,03:05.6,0,High School,2,72000,34,17,5,14,50,7,74,2,4.12,FALSE
6900,Engineering,Male,47,Engineer,03:05.6,9,Bachelor,4,84000,43,22,15,5,75,19,59,0,4.06,FALSE
6901,Engineering,Female,55,Specialist,03:05.6,4,High School,2,54000,54,9,9,12,75,4,61,1,2.96,TRUE
6902,HR,Male,45,Analyst,03:05.6,7,High School,5,60000,35,44,22,11,100,10,34,1,3.52,TRUE
6903,Operations,Female,54,Analyst,03:05.6,8,Bachelor,5,60000,34,11,5,2,0,7,87,0,2.02,FALSE
6904,IT,Male,22,Consultant,03:05.6,8,Bachelor,3,71500,48,45,12,12,50,1,5,2,4.48,FALSE
6905,IT,Male,57,Analyst,03:05.6,1,Master,1,44000,43,13,5,2,100,19,90,0,1.68,TRUE
6906,Legal,Female,40,Specialist,03:05.6,1,Master,3,58500,32,19,11,4,25,2,6,1,4.63,FALSE
6907,IT,Female,38,Technician,03:05.6,7,Bachelor,1,38500,46,31,22,3,0,11,62,2,1.56,FALSE
6908,Marketing,Male,60,Consultant,03:05.6,6,Bachelor,1,60500,35,1,28,14,25,10,24,0,4.98,FALSE
6909,IT,Female,29,Analyst,03:05.6,7,Master,1,44000,42,17,22,9,100,10,51,2,3.86,FALSE
6910,Customer Support,Male,58,Technician,03:05.6,6,Bachelor,1,38500,53,14,11,2,0,17,1,2,4.2,FALSE
6911,Operations,Male,26,Specialist,03:05.6,3,PhD,3,58500,35,32,10,9,0,12,27,2,1.43,FALSE
6912,Customer Support,Male,49,Specialist,03:05.6,3,Bachelor,1,49500,60,16,1,10,100,1,75,0,1.88,TRUE
6913,Engineering,Female,27,Engineer,03:05.6,1,High School,3,78000,30,9,4,4,0,9,36,2,1.86,FALSE
6914,Legal,Male,36,Engineer,03:05.6,2,Bachelor,3,78000,42,31,26,12,50,6,13,2,4.92,FALSE
6915,Legal,Female,25,Engineer,03:05.6,2,Bachelor,1,66000,53,8,2,7,100,7,35,2,4.48,FALSE
6916,Marketing,Female,49,Specialist,03:05.6,5,High School,5,67500,59,7,24,12,100,4,8,2,3.32,FALSE
6917,Marketing,Female,45,Specialist,03:05.6,3,Bachelor,2,54000,48,42,18,11,100,5,29,1,4.77,FALSE
6918,Sales,Female,40,Manager,03:05.6,2,Bachelor,5,90000,33,29,15,1,25,2,23,1,2.34,FALSE
6919,Legal,Female,32,Analyst,03:05.6,0,Bachelor,4,56000,47,41,22,7,75,4,18,1,2.87,FALSE
6920,Finance,Female,44,Specialist,03:05.6,1,Master,1,49500,48,1,26,5,25,10,48,1,3.53,FALSE
6921,Operations,Male,22,Manager,03:05.6,6,Bachelor,4,84000,46,1,2,8,75,2,24,1,3.49,TRUE
6922,HR,Female,38,Developer,03:05.6,0,Bachelor,4,70000,30,37,14,5,100,9,25,1,4.99,TRUE
6923,Engineering,Male,47,Specialist,03:05.6,4,High School,5,67500,35,1,7,14,100,4,72,0,4.65,FALSE
6924,Operations,Male,23,Engineer,03:05.6,3,High School,4,84000,55,49,15,7,100,11,11,1,2.22,FALSE
6925,Engineering,Female,25,Specialist,03:05.6,7,High School,2,54000,57,20,23,14,0,6,92,2,2.25,FALSE
6926,Operations,Female,37,Engineer,03:05.6,8,Bachelor,1,66000,47,12,9,5,100,19,81,2,2.3,TRUE
6927,Legal,Female,47,Manager,03:05.6,9,Master,3,78000,54,31,3,14,100,5,69,1,4.34,FALSE
6928,Legal,Male,25,Manager,03:05.6,6,High School,3,78000,39,37,18,3,75,4,83,0,4.58,FALSE
6929,IT,Male,27,Consultant,03:05.6,4,High School,5,82500,54,15,26,13,25,1,85,2,1.86,FALSE
6930,Marketing,Male,55,Analyst,03:05.6,8,High School,1,44000,54,25,19,2,100,14,26,0,4.71,FALSE
6931,Operations,Male,45,Specialist,03:05.6,9,Bachelor,5,67500,44,17,22,14,75,1,91,2,1.3,FALSE
6932,HR,Female,38,Specialist,03:05.6,8,High School,1,49500,31,10,5,4,25,5,40,1,4.88,FALSE
6933,Sales,Male,40,Manager,03:05.6,4,High School,1,66000,37,38,5,0,50,9,80,0,1.34,FALSE
6934,Operations,Female,30,Technician,03:05.6,1,Bachelor,4,49000,41,1,15,5,50,10,97,2,1.49,FALSE
6935,HR,Male,36,Technician,03:05.6,4,Bachelor,4,49000,51,41,3,13,0,12,80,1,2.48,FALSE
6936,Customer Support,Female,26,Consultant,03:05.6,3,High School,4,77000,32,43,16,11,50,18,64,1,2.14,FALSE
6937,HR,Female,46,Consultant,03:05.6,1,PhD,4,77000,39,11,16,7,100,11,59,0,3.34,FALSE
6938,Legal,Male,39,Analyst,03:05.6,0,Master,3,52000,46,13,21,11,50,12,48,1,2.74,FALSE
6939,Legal,Female,33,Analyst,03:05.6,5,Bachelor,4,56000,47,4,4,12,100,2,70,0,3.79,FALSE
6940,Engineering,Male,48,Analyst,03:05.6,4,High School,2,48000,43,4,14,8,100,14,82,0,3.03,FALSE
6941,Engineering,Female,23,Analyst,03:05.6,7,Master,1,44000,59,15,19,7,100,11,12,2,3.59,FALSE
6942,Customer Support,Female,50,Manager,03:05.6,8,Master,5,90000,49,45,0,9,0,5,36,2,3.55,FALSE
6943,IT,Male,42,Manager,03:05.6,1,Bachelor,3,78000,59,11,28,11,75,11,47,1,2.27,FALSE
6944,Customer Support,Female,42,Developer,03:05.6,2,PhD,2,60000,53,22,22,4,25,15,82,0,1.08,FALSE
6945,IT,Female,55,Engineer,03:05.6,2,High School,4,84000,33,28,21,2,0,14,38,0,4.98,FALSE
6946,Sales,Male,56,Consultant,03:05.6,9,Bachelor,2,66000,46,44,18,11,50,16,82,2,1.05,TRUE
6947,Legal,Female,59,Analyst,03:05.6,0,Bachelor,2,48000,53,45,13,4,25,14,8,2,3.65,FALSE
6948,Sales,Female,58,Manager,03:05.6,7,Master,2,72000,52,16,5,14,25,5,22,1,1.71,FALSE
6949,Marketing,Female,27,Analyst,03:05.6,9,Bachelor,3,52000,31,25,10,3,50,13,7,1,2.76,FALSE
6950,IT,Female,45,Technician,03:05.6,1,Master,3,45500,44,26,28,14,50,4,6,0,4.56,FALSE
6951,Legal,Male,25,Consultant,03:05.6,5,Master,5,82500,47,49,8,11,25,15,39,2,3.5,FALSE
6952,Engineering,Male,30,Consultant,03:05.6,0,High School,3,71500,56,26,6,12,50,12,90,1,3.43,FALSE
6953,Customer Support,Female,22,Technician,03:05.6,5,High School,5,52500,33,6,20,4,75,9,44,0,1.24,FALSE
6954,HR,Other,55,Consultant,03:05.6,1,Bachelor,1,60500,32,28,0,2,50,2,44,0,2.16,FALSE
6955,IT,Male,49,Manager,03:05.6,8,Bachelor,5,90000,57,0,1,13,100,8,15,2,1.76,FALSE
6956,Engineering,Male,30,Manager,03:05.6,2,PhD,5,90000,34,19,4,10,100,9,8,1,2.45,FALSE
6957,IT,Male,37,Developer,03:05.6,5,Bachelor,3,65000,37,6,19,11,0,19,0,2,1.33,FALSE
6958,Operations,Female,47,Engineer,03:05.6,1,Bachelor,3,78000,52,31,7,5,50,7,31,2,1.98,FALSE
6959,Marketing,Female,57,Developer,03:05.6,8,Master,1,55000,34,7,21,14,0,13,4,0,3.63,FALSE
6960,IT,Female,48,Analyst,03:05.6,2,High School,5,60000,31,22,27,13,25,16,82,1,4.57,FALSE
6961,HR,Female,42,Technician,03:05.6,3,PhD,2,42000,53,18,4,6,75,18,10,1,2.06,FALSE
6962,IT,Male,36,Developer,03:05.6,8,Bachelor,1,55000,33,18,13,8,50,14,26,1,4.86,FALSE
6963,HR,Female,46,Developer,03:05.6,4,Bachelor,5,75000,57,49,8,3,75,18,58,2,3.93,FALSE
6964,Marketing,Female,56,Engineer,03:05.6,9,High School,4,84000,41,14,11,0,75,5,34,0,4.99,TRUE
6965,Marketing,Female,55,Engineer,03:05.6,1,Bachelor,3,78000,60,4,14,5,75,8,98,2,2.44,FALSE
6966,Customer Support,Female,34,Technician,03:05.6,9,Bachelor,3,45500,46,16,8,4,75,15,87,1,2.49,FALSE
6967,Finance,Female,23,Developer,03:05.6,8,High School,3,65000,49,35,13,12,25,13,62,0,2.95,FALSE
6968,Customer Support,Female,53,Manager,03:05.6,1,High School,2,72000,31,28,20,2,25,15,26,2,4.82,FALSE
6969,Customer Support,Male,54,Engineer,03:05.6,5,High School,5,90000,41,46,10,11,75,7,51,2,4.98,FALSE
6970,Engineering,Female,50,Technician,03:05.6,6,Bachelor,3,45500,56,22,9,0,100,10,58,2,1.67,FALSE
6971,Marketing,Female,58,Specialist,03:05.6,9,Bachelor,1,49500,49,13,28,12,50,18,30,0,3.38,FALSE
6972,Operations,Female,35,Manager,03:05.6,2,Bachelor,1,66000,37,23,17,5,50,19,73,1,4.29,FALSE
6973,Marketing,Female,60,Specialist,03:05.6,5,Master,4,63000,53,16,21,1,75,2,6,1,4.61,FALSE
6974,Legal,Female,53,Consultant,03:05.6,5,High School,1,60500,53,1,9,10,0,6,66,1,4.79,FALSE
6975,Customer Support,Male,27,Consultant,03:05.6,4,Bachelor,5,82500,49,26,23,7,25,12,96,0,2.62,FALSE
6976,Customer Support,Female,39,Developer,03:05.6,6,Bachelor,3,65000,32,16,26,2,0,17,88,2,1.38,FALSE
6977,Legal,Male,35,Developer,03:05.6,7,Bachelor,4,70000,43,44,16,8,100,18,24,0,2.27,FALSE
6978,Customer Support,Female,48,Developer,03:05.6,5,Master,5,75000,36,35,5,11,75,12,30,0,1.04,FALSE
6979,Customer Support,Female,24,Engineer,03:05.6,7,High School,4,84000,32,24,18,3,75,8,21,2,1.21,FALSE
6980,Finance,Male,60,Specialist,03:05.6,4,High School,3,58500,45,10,0,0,50,2,27,2,4.44,FALSE
6981,Operations,Male,39,Technician,03:05.6,0,Master,3,45500,57,41,2,14,25,2,16,1,1.87,FALSE
6982,Operations,Female,23,Analyst,03:05.6,8,Bachelor,5,60000,50,43,26,4,100,5,62,2,2.63,FALSE
6983,Engineering,Female,26,Consultant,03:05.6,8,High School,1,60500,40,48,28,14,25,16,75,2,4.85,FALSE
6984,Legal,Other,38,Manager,03:05.6,8,High School,1,66000,54,31,9,4,50,9,96,2,3.37,TRUE
6985,HR,Male,29,Manager,03:05.6,1,High School,5,90000,33,18,11,5,75,19,10,2,2.56,FALSE
6986,Engineering,Male,32,Manager,03:05.6,0,High School,4,84000,42,42,13,14,100,6,0,1,3.72,FALSE
6987,HR,Male,28,Technician,03:05.6,2,Bachelor,3,45500,32,9,24,7,25,8,82,0,1.69,FALSE
6988,Engineering,Female,37,Technician,03:05.6,0,Master,5,52500,42,1,18,14,50,16,14,2,2.73,FALSE
6989,Sales,Male,60,Technician,03:05.6,8,High School,3,45500,46,37,24,12,75,1,73,1,1.28,TRUE
6990,Sales,Male,50,Developer,03:05.6,8,High School,1,55000,32,14,7,8,75,9,30,1,4.93,FALSE
6991,Engineering,Male,34,Technician,03:05.6,5,Bachelor,5,52500,41,42,16,11,25,17,35,0,3.19,FALSE
6992,IT,Male,45,Analyst,03:05.6,7,Bachelor,5,60000,32,46,27,4,25,5,35,0,4.04,FALSE
6993,Operations,Female,50,Specialist,03:05.6,4,Bachelor,2,54000,47,4,23,6,25,12,58,0,4.07,FALSE
6994,Operations,Male,55,Specialist,03:05.6,1,High School,2,54000,38,9,9,0,25,2,57,1,2.87,FALSE
6995,Engineering,Male,44,Analyst,03:05.6,3,High School,2,48000,47,17,14,9,0,7,75,1,1.8,FALSE
6996,Finance,Female,30,Manager,03:05.6,9,Bachelor,1,66000,52,31,17,12,25,2,75,1,4.53,FALSE
6997,Customer Support,Female,36,Engineer,03:05.6,3,High School,2,72000,34,46,19,0,50,12,56,1,4.23,TRUE
6998,HR,Female,51,Engineer,03:05.6,9,Bachelor,2,72000,35,10,0,8,50,19,7,2,3.86,FALSE
6999,Customer Support,Other,52,Specialist,03:05.6,8,Master,5,67500,43,25,6,6,100,9,18,0,2.47,FALSE
7000,HR,Male,37,Analyst,03:05.6,9,Bachelor,3,52000,36,37,16,9,0,15,91,0,1.66,FALSE
7001,Marketing,Male,27,Developer,03:05.6,6,Bachelor,2,60000,45,18,0,1,100,5,60,1,4.78,TRUE
7002,Operations,Male,22,Developer,03:05.6,1,High School,3,65000,52,0,11,0,0,10,6,2,4.89,FALSE
7003,Sales,Male,56,Manager,03:05.6,1,High School,2,72000,42,48,8,5,75,8,88,2,2.61,FALSE
7004,Customer Support,Male,30,Developer,03:05.6,4,Bachelor,1,55000,60,3,24,0,75,15,46,0,3.93,TRUE
7005,Operations,Female,53,Manager,03:05.6,8,High School,5,90000,48,29,27,14,0,5,79,0,4.48,FALSE
7006,Customer Support,Female,59,Specialist,03:05.6,0,Bachelor,2,54000,35,14,13,8,50,10,34,0,1.25,FALSE
7007,HR,Female,36,Consultant,03:05.6,8,High School,2,66000,40,0,5,11,50,6,56,2,4.84,FALSE
7008,Marketing,Male,37,Technician,03:05.6,2,High School,5,52500,45,37,17,0,25,7,11,0,1.68,FALSE
7009,Legal,Female,48,Developer,03:05.6,6,Master,4,70000,44,16,9,10,25,4,95,0,4.26,FALSE
7010,Finance,Female,48,Analyst,03:05.6,7,Bachelor,3,52000,36,11,25,9,100,11,39,1,2.49,FALSE
7011,Operations,Female,51,Technician,03:05.6,7,High School,3,45500,34,11,2,6,25,11,22,1,3.75,FALSE
7012,IT,Male,50,Consultant,03:05.6,2,High School,2,66000,34,23,6,6,50,5,61,2,2.67,FALSE
7013,Finance,Female,55,Manager,03:05.6,2,Bachelor,1,66000,38,45,0,0,25,13,89,1,1.58,FALSE
7014,Finance,Female,46,Specialist,03:05.6,8,Bachelor,2,54000,51,43,11,5,0,5,38,2,1.61,TRUE
7015,Finance,Male,38,Specialist,03:05.6,2,Bachelor,2,54000,40,32,7,5,100,8,32,1,2.36,FALSE
7016,HR,Female,47,Developer,03:05.6,4,Master,1,55000,31,2,9,5,75,2,69,2,4.31,FALSE
7017,Legal,Female,41,Developer,03:05.6,5,High School,4,70000,49,43,5,10,25,7,39,2,3.28,FALSE
7018,Finance,Female,36,Analyst,03:05.6,8,Bachelor,5,60000,58,16,23,5,75,1,17,2,4.22,FALSE
7019,Marketing,Female,28,Analyst,03:05.6,1,High School,1,44000,34,5,23,6,75,8,33,0,3.66,FALSE
7020,Customer Support,Female,52,Manager,03:05.6,6,Master,3,78000,52,33,25,5,75,15,73,2,3.1,FALSE
7021,IT,Male,27,Consultant,03:05.6,1,High School,5,82500,50,41,17,0,50,6,18,1,2.79,FALSE
7022,Customer Support,Male,25,Technician,03:05.6,5,Bachelor,3,45500,39,10,15,5,100,18,69,2,1.24,FALSE
7023,Sales,Female,31,Specialist,03:05.6,8,High School,3,58500,58,2,18,8,75,2,15,1,4.31,FALSE
7024,IT,Female,36,Specialist,03:05.6,7,Master,1,49500,46,15,9,6,0,17,44,0,2.19,FALSE
7025,IT,Male,32,Manager,03:05.6,0,Bachelor,5,90000,46,15,3,2,100,3,50,2,2.65,FALSE
7026,Sales,Female,51,Technician,03:05.6,8,Master,1,38500,34,13,4,3,75,14,65,1,3.2,FALSE
7027,Operations,Female,51,Technician,03:05.6,8,Bachelor,3,45500,35,22,8,5,25,14,41,1,3.63,FALSE
7028,Finance,Male,39,Manager,03:05.6,8,Master,5,90000,50,2,24,12,50,8,1,2,2.84,FALSE
7029,Sales,Female,57,Engineer,03:05.6,2,Bachelor,1,66000,33,0,6,2,0,5,66,0,2.11,FALSE
7030,IT,Female,50,Developer,03:05.6,4,Bachelor,4,70000,49,17,19,6,75,7,23,0,2.96,FALSE
7031,Sales,Female,42,Specialist,03:05.6,5,Bachelor,1,49500,43,8,14,0,0,8,8,1,1.46,FALSE
7032,Customer Support,Male,40,Consultant,03:05.6,1,Bachelor,4,77000,56,2,29,5,50,6,46,1,4.17,FALSE
7033,Engineering,Male,37,Developer,03:05.6,4,Bachelor,3,65000,39,8,5,0,0,6,91,0,2.92,FALSE
7034,Operations,Male,22,Engineer,03:05.6,6,Bachelor,1,66000,30,22,20,14,25,13,58,1,1.6,TRUE
7035,Marketing,Female,43,Technician,03:05.6,4,Master,3,45500,49,33,4,2,75,19,39,0,4.1,FALSE
7036,Engineering,Male,30,Consultant,03:05.6,8,High School,2,66000,47,4,6,10,100,17,3,0,2.77,FALSE
7037,Engineering,Female,34,Analyst,03:05.6,3,Bachelor,3,52000,38,7,17,13,75,4,85,1,4.04,FALSE
7038,HR,Male,53,Specialist,03:05.6,3,Master,2,54000,50,48,27,2,25,18,34,1,4.18,FALSE
7039,Engineering,Female,32,Manager,03:05.6,0,High School,3,78000,51,11,13,6,0,12,74,2,3.09,FALSE
7040,Operations,Female,58,Consultant,03:05.6,0,Bachelor,3,71500,48,37,18,8,50,18,51,2,1,FALSE
7041,Marketing,Male,44,Analyst,03:05.6,3,Bachelor,1,44000,41,47,7,0,0,3,18,2,3.26,FALSE
7042,IT,Male,57,Consultant,03:05.6,3,Master,2,66000,40,10,24,2,25,6,77,1,1.07,TRUE
7043,Operations,Male,39,Consultant,03:05.6,2,High School,3,71500,34,16,12,1,75,4,29,2,3.49,FALSE
7044,Sales,Female,49,Specialist,03:05.6,3,Bachelor,1,49500,38,24,1,2,25,18,59,2,4.78,FALSE
7045,Operations,Female,55,Specialist,03:05.6,9,Bachelor,1,49500,43,12,0,1,25,7,68,0,4.69,FALSE
7046,Marketing,Male,55,Developer,03:05.6,6,PhD,2,60000,59,21,5,5,25,17,58,1,3.81,FALSE
7047,Engineering,Male,56,Consultant,03:05.6,1,Master,2,66000,39,17,16,5,25,7,18,2,1.6,TRUE
7048,Customer Support,Male,22,Analyst,03:05.6,4,High School,4,56000,38,27,22,12,50,5,90,1,2.71,FALSE
7049,Finance,Female,25,Manager,03:05.6,9,Master,4,84000,30,1,18,1,75,5,26,2,3.16,FALSE
7050,Legal,Female,57,Consultant,03:05.6,9,Bachelor,1,60500,53,42,11,1,0,5,88,2,1.83,FALSE
7051,IT,Female,50,Manager,03:05.6,0,PhD,4,84000,39,46,19,9,0,16,69,1,2.74,FALSE
7052,Finance,Female,57,Engineer,03:05.6,7,Bachelor,5,90000,47,23,15,3,75,13,12,0,3.8,FALSE
7053,Customer Support,Female,40,Developer,03:05.6,1,Bachelor,2,60000,53,16,29,6,75,17,96,0,3.87,FALSE
7054,Finance,Female,34,Technician,03:05.6,8,Bachelor,4,49000,45,10,17,12,100,19,76,2,2.03,FALSE
7055,Customer Support,Male,41,Specialist,03:05.6,6,Bachelor,1,49500,38,49,3,10,50,4,6,0,2.39,FALSE
7056,Marketing,Female,39,Technician,03:05.6,5,Bachelor,4,49000,48,4,15,5,75,5,9,0,3.87,FALSE
7057,Operations,Female,27,Technician,03:05.6,1,Bachelor,3,45500,32,4,0,12,25,18,54,1,4.4,FALSE
7058,Customer Support,Male,34,Engineer,03:05.6,9,Bachelor,1,66000,32,26,29,0,75,5,70,0,2.4,FALSE
7059,Sales,Male,35,Specialist,03:05.6,3,High School,2,54000,37,41,13,8,100,4,7,0,1.7,FALSE
7060,Marketing,Female,26,Engineer,03:05.6,1,High School,3,78000,42,6,2,10,25,11,88,2,2.51,FALSE
7061,Operations,Male,37,Developer,03:05.6,8,Master,2,60000,42,6,4,0,50,15,54,2,3.9,FALSE
7062,IT,Male,32,Specialist,03:05.6,9,High School,5,67500,40,32,7,0,100,10,8,2,2.69,FALSE
7063,Operations,Female,35,Engineer,03:05.6,3,Master,2,72000,41,9,12,9,75,11,2,1,4.29,FALSE
7064,Sales,Female,55,Technician,03:05.6,4,High School,4,49000,35,14,23,4,25,2,62,2,4.62,FALSE
7065,Finance,Male,43,Technician,03:05.6,3,Master,4,49000,41,4,7,12,50,1,6,1,3.22,FALSE
7066,Customer Support,Female,43,Analyst,03:05.6,5,Master,5,60000,49,8,22,1,25,12,17,1,1.22,FALSE
7067,Legal,Male,44,Technician,03:05.6,1,Bachelor,5,52500,60,25,18,13,0,3,63,1,2.66,FALSE
7068,Sales,Male,27,Manager,03:05.6,4,Bachelor,5,90000,53,7,23,13,25,14,4,0,2.2,FALSE
7069,Customer Support,Male,35,Technician,03:05.6,1,Master,5,52500,58,8,28,3,50,4,11,2,1.34,FALSE
7070,Customer Support,Female,47,Specialist,03:05.6,5,High School,4,63000,32,20,8,3,0,15,23,2,3,FALSE
7071,HR,Male,53,Analyst,03:05.6,6,Bachelor,3,52000,35,25,24,1,50,3,67,2,2.85,FALSE
7072,Operations,Female,28,Manager,03:05.6,1,High School,5,90000,50,47,25,6,0,7,50,1,1.74,FALSE
7073,HR,Male,39,Consultant,03:05.6,2,Bachelor,2,66000,49,28,16,9,75,4,57,0,3.69,FALSE
7074,Operations,Male,45,Consultant,03:05.6,9,High School,4,77000,51,37,18,13,100,11,25,2,3.53,FALSE
7075,Customer Support,Male,54,Manager,03:05.6,0,Master,2,72000,56,14,23,11,0,17,77,1,2.52,FALSE
7076,Operations,Female,57,Manager,03:05.6,5,Master,2,72000,42,13,28,12,50,16,36,1,2.38,FALSE
7077,HR,Female,36,Developer,03:05.6,4,Bachelor,4,70000,33,42,21,10,0,16,81,1,4.37,FALSE
7078,Engineering,Male,45,Specialist,03:05.6,7,Master,5,67500,51,45,29,7,75,5,28,0,4.56,FALSE
7079,Legal,Male,43,Consultant,03:05.6,5,High School,2,66000,42,3,10,12,25,1,28,1,2.65,FALSE
7080,Sales,Male,41,Analyst,03:05.6,8,High School,4,56000,45,31,28,13,100,18,12,1,4.82,FALSE
7081,Engineering,Female,22,Technician,03:05.6,9,PhD,2,42000,30,11,15,1,50,5,79,2,4.69,FALSE
7082,Marketing,Female,38,Analyst,03:05.6,4,High School,2,48000,60,19,28,13,100,10,51,1,1.73,FALSE
7083,Engineering,Other,27,Developer,03:05.6,5,Bachelor,4,70000,40,33,27,6,0,6,74,1,4.03,FALSE
7084,Sales,Female,47,Analyst,03:05.6,5,High School,4,56000,42,28,15,9,0,8,67,2,3.24,FALSE
7085,HR,Female,40,Developer,03:05.6,6,Bachelor,2,60000,51,9,9,2,50,1,48,0,1.14,FALSE
7086,IT,Female,53,Manager,03:05.6,7,Bachelor,2,72000,53,28,2,1,0,4,39,0,1.31,FALSE
7087,IT,Male,24,Consultant,03:05.6,3,High School,3,71500,57,11,7,14,25,16,95,1,1.97,FALSE
7088,Finance,Female,39,Manager,03:05.6,8,Bachelor,2,72000,36,26,4,9,100,9,18,2,2.38,FALSE
7089,Marketing,Female,28,Engineer,03:05.6,0,Bachelor,3,78000,33,13,17,12,75,5,75,2,1.52,FALSE
7090,Engineering,Male,32,Developer,03:05.6,6,Bachelor,1,55000,52,46,7,6,75,18,77,2,2.48,FALSE
7091,IT,Female,32,Consultant,03:05.6,2,High School,4,77000,37,26,22,0,0,18,58,2,3.83,FALSE
7092,Customer Support,Female,46,Manager,03:05.6,0,High School,1,66000,34,21,9,11,25,4,80,0,2.97,FALSE
7093,Operations,Male,23,Developer,03:05.6,8,Bachelor,3,65000,37,9,15,3,75,2,37,1,1.85,FALSE
7094,Marketing,Other,32,Analyst,03:05.6,5,Bachelor,5,60000,38,8,25,4,0,17,39,0,1.54,FALSE
7095,HR,Female,60,Developer,03:05.6,0,Bachelor,5,75000,57,39,28,2,25,4,82,1,3.77,FALSE
7096,Engineering,Female,23,Analyst,03:05.6,6,Bachelor,4,56000,47,37,2,0,100,3,23,2,3.21,FALSE
7097,Finance,Female,37,Manager,03:05.6,5,Master,2,72000,32,18,27,5,100,17,55,1,3.66,FALSE
7098,IT,Male,57,Manager,03:05.6,2,Bachelor,3,78000,37,5,22,0,50,3,39,2,1.07,TRUE
7099,Operations,Male,24,Analyst,03:05.6,4,High School,3,52000,44,35,15,9,0,10,31,1,1.3,FALSE
7100,Customer Support,Male,31,Manager,03:05.6,4,Bachelor,3,78000,56,31,5,11,75,4,68,0,2.21,FALSE
7101,Engineering,Female,23,Consultant,03:05.6,1,Bachelor,4,77000,44,28,12,12,100,19,79,1,3.72,FALSE
7102,Sales,Female,22,Specialist,03:05.6,7,Bachelor,2,54000,51,5,26,11,100,10,16,1,4.52,FALSE
7103,IT,Female,57,Technician,03:05.6,3,Bachelor,1,38500,42,26,15,13,100,15,71,1,1.56,TRUE
7104,Engineering,Male,48,Analyst,03:05.6,5,Bachelor,5,60000,30,8,3,12,0,3,20,0,1.88,FALSE
7105,Engineering,Male,57,Specialist,03:05.6,7,Bachelor,2,54000,42,29,9,10,50,9,42,2,3.2,FALSE
7106,HR,Female,42,Manager,03:05.6,5,High School,2,72000,47,37,10,0,75,13,64,0,1.27,FALSE
7107,Customer Support,Male,36,Analyst,03:05.6,9,High School,3,52000,52,46,2,6,75,8,94,1,1.19,FALSE
7108,Finance,Male,46,Analyst,03:05.6,0,Bachelor,1,44000,52,47,21,6,25,12,99,1,1.07,FALSE
7109,Sales,Female,24,Developer,03:05.6,2,Bachelor,2,60000,36,36,14,12,50,8,49,2,1.84,FALSE
7110,HR,Female,51,Consultant,03:05.6,8,Master,1,60500,54,47,8,9,50,2,97,2,1.72,FALSE
7111,Engineering,Male,48,Developer,03:05.6,4,Master,1,55000,44,1,23,6,0,13,87,0,2.41,FALSE
7112,IT,Female,51,Analyst,03:05.6,6,High School,5,60000,55,16,0,2,0,4,25,0,4.49,FALSE
7113,Engineering,Female,22,Manager,03:05.6,2,PhD,1,66000,45,29,18,9,100,4,43,1,1.9,FALSE
7114,HR,Female,44,Manager,03:05.6,2,Bachelor,1,66000,53,3,18,1,75,12,48,2,4.33,FALSE
7115,Customer Support,Female,56,Developer,03:05.6,9,High School,5,75000,47,29,1,6,0,17,18,2,2.29,FALSE
7116,IT,Female,42,Specialist,03:05.6,9,Master,3,58500,60,42,26,6,50,8,80,2,4.96,FALSE
7117,Sales,Male,39,Specialist,03:05.6,0,Bachelor,2,54000,48,40,8,2,25,12,21,1,3.2,FALSE
7118,Operations,Female,26,Engineer,03:05.6,5,Bachelor,2,72000,59,20,25,8,25,12,18,1,2.18,FALSE
7119,Finance,Male,34,Specialist,03:05.6,7,PhD,1,49500,54,36,24,4,100,9,3,0,2.55,FALSE
7120,Legal,Female,26,Specialist,03:05.6,0,Bachelor,3,58500,32,43,9,10,25,5,49,0,3.74,FALSE
7121,Customer Support,Male,60,Specialist,03:05.6,1,Bachelor,5,67500,44,44,9,1,100,18,56,1,1.98,FALSE
7122,Engineering,Male,53,Consultant,03:05.6,8,Bachelor,2,66000,49,28,21,13,100,10,36,0,2.11,FALSE
7123,HR,Male,37,Developer,03:05.6,8,Bachelor,1,55000,59,17,6,11,50,6,82,2,2.35,FALSE
7124,HR,Female,53,Engineer,03:05.6,2,Bachelor,3,78000,41,36,16,6,75,6,19,1,1.25,FALSE
7125,IT,Female,47,Specialist,03:05.6,4,PhD,5,67500,42,46,11,9,25,7,47,2,1.24,FALSE
7126,Finance,Female,35,Specialist,03:05.6,7,High School,5,67500,51,7,8,11,75,15,58,1,3.56,FALSE
